Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2023-10-16 00:00:00-04:00,178.72000122070312,332.6400146484375,139.10000610351562,132.5500030517578,253.9199981689453
2023-10-17 00:00:00-04:00,177.14999389648438,332.05999755859375,139.72000122070312,131.47000122070312,254.85000610351562
2023-10-18 00:00:00-04:00,175.83999633789062,330.1099853515625,137.9600067138672,128.1300048828125,242.67999267578125
2023-10-19 00:00:00-04:00,175.4600067138672,331.32000732421875,137.75,128.39999389648438,220.11000061035156
2023-10-20 00:00:00-04:00,172.8800048828125,326.6700134277344,135.60000610351562,125.16999816894531,211.99000549316406
2023-10-23 00:00:00-04:00,173.0,329.32000732421875,136.5,126.55999755859375,212.0800018310547
2023-10-24 00:00:00-04:00,173.44000244140625,330.5299987792969,138.80999755859375,128.55999755859375,216.52000427246094
2023-10-25 00:00:00-04:00,171.10000610351562,340.6700134277344,125.61000061035156,121.38999938964844,212.4199981689453
2023-10-26 00:00:00-04:00,166.88999938964844,327.8900146484375,122.27999877929688,119.56999969482422,205.75999450683594
2023-10-27 00:00:00-04:00,168.22000122070312,329.80999755859375,122.16999816894531,127.73999786376953,207.3000030517578
2023-10-30 00:00:00-04:00,170.2899932861328,337.30999755859375,124.45999908447266,132.7100067138672,197.36000061035156
